,Account,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago
48,@BBC,-0.4137,Wed Dec 13 07:38:04 +0000 2017,0.731,0.194,0.075,"Feelings of stress and anxiety disorders are extremely common. Remember, you're not alone in this and you don't hav… https://t.co/Zw8sl2UxTU",49
49,@BBC,-0.5719,Tue Dec 12 20:30:05 +0000 2017,0.558,0.3,0.142,'I’m talking about my rape to encourage other male victims to do the same.' https://t.co/KJuXHNo0oC https://t.co/KeO7ujanSr,50
50,@BBC,0.0,Tue Dec 12 20:00:09 +0000 2017,1.0,0.0,0.0,"Overfishing and changing sea temperatures are pushing seabirds to the brink of extinction, according to new data. 🦅… https://t.co/Gm4wOSz6TB",51
51,@BBC,0.0,Tue Dec 12 19:30:05 +0000 2017,1.0,0.0,0.0,"'The Spice Girls only had one black member and she was called Scary!' 😂
#LiveAtTheApollo via @BBCTwo. https://t.co/ttkiAvosb6",52
52,@BBC,-0.0062,Tue Dec 12 19:19:59 +0000 2017,0.775,0.113,0.112,"RT @bbccomedy: When the help's so helpful, but you just can't stand her helping. #FirstWorldProblems #Motherland @MissDianeMorgan https://t…",53
53,@BBC,0.4939,Tue Dec 12 19:19:47 +0000 2017,0.878,0.0,0.122,"RT @bbcstories: “I’m being led by the hand by my child, not the other way around.” - Richard's son Jaco has autism, and their relationship…",54
54,@BBC,0.541,Tue Dec 12 19:19:14 +0000 2017,0.83,0.0,0.17,"RT @BBCOne: “It’s gold.” #TheAWord cast explain what is so special about the show. 

Tonight. 9pm. @BBCOne. https://t.co/hP8zufMx79",55
55,@BBC,0.3182,Tue Dec 12 19:19:06 +0000 2017,0.909,0.0,0.091,RT @TWBBC: If you're in Glasgow Wednesday night expand your mind with the Tomorrow's World Live show at the Science Centre - all about brai…,56
56,@BBC,0.0,Tue Dec 12 19:18:57 +0000 2017,1.0,0.0,0.0,"RT @BBCScotland: ""IT'S THE KETTLE!"" 😂

#ScotSquad 
@Gradowrestling // @Mani2thaJ https://t.co/hc1bob5blR",57
57,@BBC,0.0,Tue Dec 12 19:18:27 +0000 2017,1.0,0.0,0.0,RT @BBCWomansHour: Neuroscientist @sophiescott explains how we can tell what people are REALLY thinking 👇🎥 (by reading their microexpressio…,58
58,@BBC,0.0,Tue Dec 12 19:17:56 +0000 2017,1.0,0.0,0.0,RT @BBC6Music: ✂️ ✂️ Scissors at the ready... Make your own @NoelGallagher Christmas decoration to put on your high-flying sleigh ahead of…,59
59,@BBC,0.6369,Tue Dec 12 19:16:42 +0000 2017,0.741,0.0,0.259,"RT @BBCSpringwatch: 10 glorious photos of British wildlife in the snow
https://t.co/Ap7kaHaozX https://t.co/hEeEvk6hSN",60
60,@BBC,0.0,Tue Dec 12 19:00:03 +0000 2017,1.0,0.0,0.0,"In the 3rd episode of @TWBBC Live, we explore how today’s scientific research &amp; technology is changing how we care… https://t.co/4zopZ7DvfC",61
61,@BBC,0.0,Tue Dec 12 18:30:05 +0000 2017,1.0,0.0,0.0,"Will we get a white Christmas? 🌨🎄
We actually get snow on Christmas Day more often than you might think - but it de… https://t.co/6Yyu2Uuux0",62
62,@BBC,0.6369,Tue Dec 12 18:00:07 +0000 2017,0.781,0.0,0.219,"🎅🎄 Some of the best Christmas world records: Instadogs, Susan Boyle and surfing Santas. https://t.co/MKT10qhvmL https://t.co/PdthEWx1ew",63
63,@BBC,0.0,Tue Dec 12 17:30:05 +0000 2017,1.0,0.0,0.0,"Vinny Singh breaks down the questions that a Sikh gets asked. 
Via @BBCTheSocial. https://t.co/TzDifjETu6",64
64,@BBC,0.743,Tue Dec 12 16:58:17 +0000 2017,0.69,0.0,0.31,National treasures @Dawn_French &amp; Jennifer Saunders (@ferrifrump) are back together this festive season with a spec… https://t.co/7zRCfpqGN7,65
65,@BBC,0.5994,Tue Dec 12 16:30:01 +0000 2017,0.738,0.0,0.262,😍📸 Your pictures of beautiful Scotland from last week. Via @BBCScotland. https://t.co/oCDu9gmx6j,66
66,@BBC,-0.1779,Tue Dec 12 16:07:17 +0000 2017,0.723,0.153,0.123,"RT @bbc5live: ""Tom gave the ultimate gift"" 

Lisa donated her son's organs after he died two years ago. https://t.co/DfvkAgRnoF",67
67,@BBC,0.8176,Tue Dec 12 15:34:04 +0000 2017,0.585,0.0,0.415,The eight party season commandments that'll help you survive all the festivities. 😫🎄 https://t.co/2syg9lMOae https://t.co/44WFAPi0HB,68
68,@BBC,0.6597,Tue Dec 12 15:05:52 +0000 2017,0.649,0.0,0.351,RT @BBCiPlayer: 🎿 Planning a ski holiday? @ClaudiaWinkle has a special message for you 😂 https://t.co/9bgFssqWxj,69
69,@BBC,0.0,Tue Dec 12 15:04:37 +0000 2017,1.0,0.0,0.0,"RT @BBCOne: #TheApprentice. Emoji style.
😁😰🙄☺️😠😏🤗 https://t.co/wVHbF7LKIZ",70
70,@BBC,0.4754,Tue Dec 12 15:00:10 +0000 2017,0.86,0.0,0.14,"🐋🐙 #BluePlanet2 has become @BBCiPlayer’s most popular programme of the year so far, with 4.2 million requests for t… https://t.co/m9bcExK8fz",71
71,@BBC,0.4767,Tue Dec 12 14:30:09 +0000 2017,0.853,0.0,0.147,🥇 @BBCOne has announced a new Saturday night game show to launch in the run up to Sport Relief 2018.… https://t.co/26UoAkfV8d,72
72,@BBC,0.0,Tue Dec 12 14:00:05 +0000 2017,1.0,0.0,0.0,New research suggests that #ManFlu is a real thing. 😷 https://t.co/zMM12bFOCy,73
73,@BBC,-0.2263,Tue Dec 12 13:30:04 +0000 2017,0.881,0.119,0.0,"🍪 @Nigella_Lawson's 'forgotten cookies' recipe is one to remember this Christmas. 
Full recipe here 👉… https://t.co/Ti9tNmAlsb",74
74,@BBC,0.0,Tue Dec 12 13:00:05 +0000 2017,1.0,0.0,0.0,"🐠 In the final episode of #BluePlanet2, David Attenborough explored some of the issues facing life in the oceans.… https://t.co/LGXeb4XRnH",75
75,@BBC,0.4648,Tue Dec 12 12:50:40 +0000 2017,0.832,0.0,0.168,"RT @BBCR1: ⚡️ @EdSheeran just took on a HUGE Christmas song in the Live Lounge 🎄✨

https://t.co/Nu8EtGE2Go",76
76,@BBC,0.3201,Tue Dec 12 12:50:26 +0000 2017,0.892,0.0,0.108,"RT @BBCR1: It's a HUGE Christmas song, but they did it! ✨

@EdSheeran, @AnneMarieIAm and @beogamusic totally nailed their cover of Fairytal…",77
77,@BBC,0.0,Tue Dec 12 12:30:01 +0000 2017,1.0,0.0,0.0,"#TheLeagueofGentlemen
Coming 18, 19 &amp; 20 December on @BBCTwo!
Via @BBCComedy. https://t.co/6kxS3Pgdwr",78
78,@BBC,0.0,Tue Dec 12 12:00:09 +0000 2017,1.0,0.0,0.0,🎸📄🥁 6 dramatic ways pop stars tried to get out of their record contract. https://t.co/OR4LXmoqPa https://t.co/tzXmCm7qbu,79
79,@BBC,0.4503,Tue Dec 12 10:53:45 +0000 2017,0.886,0.0,0.114,"RT @BBCTwo: How do you stage a nativity in the car park of a Bethlehem hotel? And, more importantly, how do you make it snow? #TheAlternati…",80
80,@BBC,0.5267,Tue Dec 12 10:52:21 +0000 2017,0.88,0.0,0.12,"RT @BBCFOUR: Transit vans, transport cafes, B&amp;Bs and roadies. It's all glamour in the world of rock 'n' roll on the road. Watch now on @BBC…",81
81,@BBC,0.7717,Tue Dec 12 10:46:48 +0000 2017,0.7,0.0,0.3,"RT @BBC6Music: 😎 What was your favourite song and album of 2017? 

@BBC6Breakfast are warming up for Thursday’s 6 Music Recommends Best of…",82
82,@BBC,0.4588,Tue Dec 12 10:46:26 +0000 2017,0.88,0.0,0.12,"RT @bbcmusic: TODAY IS THE DAY 🙌
@EdSheeran joins @BBCR1 for a festive Live Lounge today from 12pm
Listen to @ClaraAmfo live from 12pm 👉 ht…",83
83,@BBC,0.0,Tue Dec 12 10:38:16 +0000 2017,1.0,0.0,0.0,@bbcstories Watch the full story on @BBCiPlayer 👉 https://t.co/YJEr8AwTW5,84
84,@BBC,-0.1779,Tue Dec 12 10:33:47 +0000 2017,0.727,0.167,0.105,RT @bbc5live: Former footballer Clarke Carlisle was reported missing by his wife earlier this year and was found safe as he struggled with…,85
85,@BBC,0.4019,Tue Dec 12 09:43:09 +0000 2017,0.838,0.0,0.162,RT @bbcpress: Duke and Duchess of Cambridge awarded a Gold #BluePeter Badge: https://t.co/an7MZsZyHr @KensingtonRoyal @CBBC https://t.co/uF…,86
86,@BBC,0.0,Tue Dec 12 09:00:06 +0000 2017,1.0,0.0,0.0,"Is the sea really blue? 🌊
Variation in sea colour, it turns out, is due to both physics and biology.… https://t.co/QdQWVAJU3A",87
87,@BBC,0.5859,Tue Dec 12 08:40:01 +0000 2017,0.833,0.0,0.167,"The amazing story of one daughter, two families a world apart, and a reunion 20 years in the making. ❤️ Via… https://t.co/ERruKhHI4s",88
88,@BBC,0.0,Tue Dec 12 08:37:40 +0000 2017,1.0,0.0,0.0,"RT @bbcpress: Danny Boyle directs Banksy’s #Alternativity performance for new @BBCTwo film, to be aired on 17 December: https://t.co/Yz6zoj…",89
89,@BBC,0.0,Tue Dec 12 08:37:09 +0000 2017,1.0,0.0,0.0,"RT @bbcstories: ""My background can never be my weakness.""
The daughters of sex workers, these girls grew up in Mumbai's red light district.…",90
90,@BBC,0.0,Tue Dec 12 08:37:01 +0000 2017,1.0,0.0,0.0,RT @BBC_Teach: SciTube is our brand new Primary Science series exploring the work of the world's most famous scientists through 'vlog-style…,91
91,@BBC,0.6697,Tue Dec 12 08:36:40 +0000 2017,0.756,0.0,0.244,"RT @BBCOne: ✨ @mermhart, @NiallOfficial, Midnight Gameshow AND the most ambitious Unexpected Star surprise ever - it can only be #MichaelMc…",92
92,@BBC,-0.34,Tue Dec 12 08:36:18 +0000 2017,0.787,0.134,0.079,"RT @AboutTheBBC: We're saddened to hear of the passing of Keith Chegwin who was a presenter on Multi-Coloured Swap Shop, Cheggers Plays Pop…",93
93,@BBC,0.0,Tue Dec 12 08:36:06 +0000 2017,1.0,0.0,0.0,"RT @BBCEarth: “We need to act now and we need to act together"" 💙
#BluePlanet2 https://t.co/DcORM5aHkD",94
94,@BBC,0.0,Tue Dec 12 08:20:04 +0000 2017,1.0,0.0,0.0,"If Armageddon hit, and only one human couple was left, would they be enough to repopulate the planet? 👫🌍… https://t.co/wGv3fnkENp",95
95,@BBC,-0.5267,Tue Dec 12 08:00:03 +0000 2017,0.841,0.159,0.0,"The Scottish Crossbill, one of the country's most unique birds, is at threat of extinction. 🐦💔
Via @BBCScotland. https://t.co/w5UHkB5y6i",96
96,@BBC,0.0,Tue Dec 12 07:38:04 +0000 2017,1.0,0.0,0.0,Frida Kahlo &amp; Diego Rivera painted each other for 25 years. Those works give us an insight into their complex relat… https://t.co/GqYkKAWccJ,97
97,@BBC,-0.4019,Mon Dec 11 20:00:06 +0000 2017,0.769,0.231,0.0,Seven charts that explain the plastic pollution problem. 📊 https://t.co/lunEPtp1f1 https://t.co/T4zi0jF6zO,98
98,@BBC,0.0,Mon Dec 11 19:30:11 +0000 2017,1.0,0.0,0.0,"🎄😋 @Nigella_Lawson decamps to the countryside for her cosiest Christmas yet, against a backdrop of crackling log fi… https://t.co/fwrCQbIE3o",99
99,@BBC,0.4939,Mon Dec 11 19:00:03 +0000 2017,0.849,0.0,0.151,👴💕👵 Care home residents across the UK are decorating their walking frames as part of a project called #PimpMyZimmer… https://t.co/VDZz3ly5oG,100
100,@CBS,0.0,Wed Dec 13 23:20:01 +0000 2017,1.0,0.0,0.0,"So close, yet so far away. Which #Survivor Castaways Will Earn Their Spot In The Final Five? More:… https://t.co/efeBVa4p26",1
101,@CBS,0.5093,Wed Dec 13 18:56:58 +0000 2017,0.798,0.0,0.202,RT @BandB_CBS: Take a walk down #BoldandBeautiful memory lane! RT your favorite #Steam moment. https://t.co/kxeD2br8Tc,2
102,@CBS,0.0,Tue Dec 12 20:34:16 +0000 2017,1.0,0.0,0.0,"RT @thegoodfight: Court is back in session. Season 2 of #TheGoodFight premieres March 4, exclusively on CBS All Access: https://t.co/Niu5a8…",3
103,@CBS,0.7644,Tue Dec 12 19:31:42 +0000 2017,0.476,0.0,0.524,❄️ Happy holidays from CBS! ❄️  #fullbobble https://t.co/Xef9fKoPTv,4
104,@CBS,0.5562,Tue Dec 12 19:04:59 +0000 2017,0.854,0.0,0.146,Only two weeks until The 40th Annual Kennedy Center Honors air on December 26! Look back on four decades of inspiri… https://t.co/z4J8sfs55V,5
105,@CBS,0.555,Tue Dec 12 17:13:52 +0000 2017,0.826,0.0,0.174,"Mark your calendars! The 53rd Academy Of Country Music Awards will air Sunday, April 15 on CBS!… https://t.co/yYPc5rCiMW",6
106,@CBS,0.8832,Mon Dec 11 21:29:33 +0000 2017,0.636,0.0,0.364,The search is on to find the pro football player with the best off-the-field talent! Vote for your favorite perform… https://t.co/musmVXrRJz,7
107,@CBS,0.4939,Mon Dec 11 19:05:21 +0000 2017,0.703,0.086,0.211,RT @MadamSecretary: No D.C. holiday party is complete without some political persuasion and a covert sting to bust a corrupt senator. 🎄⭐️ S…,8
108,@CBS,-0.2263,Mon Dec 11 00:26:50 +0000 2017,0.917,0.083,0.0,"Due to NFL overrun, CBS is delayed 8 mins in the following ET &amp; CT markets: Hunstville, AL, Bowling Green, KY, MS,… https://t.co/gbwhgooEQd",9
109,@CBS,-0.2263,Mon Dec 11 00:25:54 +0000 2017,0.913,0.087,0.0,"Due to NFL overrun CBS is delayed 7 mins in the following ET &amp; CT markets Tampa, Chicago, Maryland, Michigan, Wash… https://t.co/driVgCiX7D",10
110,@CBS,0.0772,Sun Dec 10 22:49:02 +0000 2017,0.936,0.0,0.064,"RT @NoActivityCBS: If you want the intel, you get the tickles. 😂 Stream the first 5 episodes of #NoActivity now: https://t.co/Wzq9bVOhGN ht…",11
111,@CBS,0.0,Sun Dec 10 22:48:46 +0000 2017,1.0,0.0,0.0,RT @startrekcbs: .@albinokid and @wcruz73 are breaking new ground in #StarTrekDiscovery. 🏳️‍🌈 Stream chapter 1 on CBS All Access: https://t…,12
112,@CBS,0.5754,Sat Dec 09 18:24:37 +0000 2017,0.742,0.07,0.189,Don’t miss America’s Game! Stream the Army-Navy game LIVE today at 3PM ET with a FREE trial of #CBSAllAccess:… https://t.co/38udnQj2vs,13
113,@CBS,0.6476,Sat Dec 09 01:11:51 +0000 2017,0.791,0.0,0.209,"There's still time before we have to say so long! Catch up with Carol Burnett, her original castmates and special g… https://t.co/WTiK8dzaXO",14
114,@CBS,0.8126,Fri Dec 08 23:35:41 +0000 2017,0.697,0.0,0.303,RT @bigbangtheory: It's the biggest best friend breakup of the year... 😱 Stream the latest full episode of #BigBangTheory: https://t.co/iIw…,15
115,@CBS,0.7777,Thu Dec 07 18:23:03 +0000 2017,0.746,0.0,0.254,"RT @AmazingRaceCBS: Presenting... the 30th cast of the #AmazingRace! Made up of champions and winners, this is quite literally the most com…",16
116,@CBS,0.5423,Thu Dec 07 12:07:06 +0000 2017,0.863,0.0,0.137,Do you know all the nominees for Song Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of Mu… https://t.co/I6hhOtfQjb,17
117,@CBS,0.3182,Wed Dec 06 17:32:28 +0000 2017,0.874,0.0,0.126,"A new Twilight Zone original series is coming exclusively to CBS All Access in association with @JordanPeele,… https://t.co/fVYnhUASee",18
118,@CBS,0.1511,Tue Dec 05 19:21:31 +0000 2017,0.91,0.0,0.09,RT @SuperiorDonuts: You'll want to check this box! ☑︎ Stream the latest episode of #SuperiorDonuts: https://t.co/h1xhKLCAPl https://t.co/d8…,19
119,@CBS,0.4199,Tue Dec 05 19:14:00 +0000 2017,0.883,0.0,0.117,RT @YoungSheldon: Wondering what it's like behind the scenes of #YoungSheldon? Let star @OfficialRaeganR take you on a tour of the set! htt…,20
120,@CBS,0.5106,Tue Dec 05 00:54:16 +0000 2017,0.837,0.0,0.163,The Kennedy Center Honors recognizes the lifetime contributions of all types of performance artists. Watch the 40th… https://t.co/azF3rW2ptw,21
121,@CBS,0.0,Tue Dec 05 00:03:06 +0000 2017,1.0,0.0,0.0,RT @YoungSheldon: There's something @elonmusk never told you about @spacex's Falcon 9. 📓  #YoungSheldon https://t.co/bu3W0IC8zN,22
122,@CBS,0.3612,Mon Dec 04 20:52:31 +0000 2017,0.894,0.0,0.106,"Just like old times, Carol Burnett bumps up the lights and answers questions from the audience. Catch up on The Car… https://t.co/9r7WI8d1tZ",23
123,@CBS,0.9217,Mon Dec 04 19:22:07 +0000 2017,0.496,0.0,0.504,Star comedian @JimCarrey gets emotional when he expresses his heartfelt thanks to Carol Burnett for her positive in… https://t.co/5QCejBcg5T,24
124,@CBS,0.5213,Mon Dec 04 07:14:06 +0000 2017,0.813,0.0,0.187,Take a trip down memory lane with Carol Burnett for a special tribute you'll never forget. Catch up on The Carol Bu… https://t.co/XBINDav614,25
125,@CBS,-0.5655,Mon Dec 04 03:02:00 +0000 2017,0.823,0.177,0.0,"RT @JLawlorNY: So, ok...maybe I'm crying at at the #CarolBurnett50 finale with everyone singing her theme song! #ImSoGladWeHadThisTimeToget…",26
